temperature,pH,salinity,turbidity,water_type,species
31.32,7.44,16.49,27.45,High Salinity,Milkfish
30.62,8.11,22.98,43.11,High Salinity,Tiger Shrimp
28.65,7.9,17.14,36.4,High Salinity,Whiteleg Shrimp
29.9,7.81,27.13,24.2,High Salinity,Milkfish
26.36,8.62,26.05,33.09,High Salinity,Tiger Shrimp
25.55,7.33,0.46,25.95,Freshwater,Catfish
31.11,7.97,4.5,26.14,Freshwater,Catfish
23.49,7.04,1.36,19.21,Freshwater,Tilapia
30.4,8.46,24.86,20.16,High Salinity,Milkfish
30.89,7.93,6.55,39.13,Brackish,Catfish
24.5,7.35,5.39,16.2,Brackish,Catfish
27.68,8.46,19.04,49.29,High Salinity,Tiger Shrimp
30.72,8.1,22.48,33.09,High Salinity,Whiteleg Shrimp
25.99,7.58,1.56,24.35,Freshwater,Catfish
31.14,8.02,14.59,29.05,Brackish,Tiger Shrimp
28.98,8.09,11.65,38.09,Brackish,Milkfish
28.2,7.76,14.91,39.6,Brackish,Tiger Shrimp
29.36,7.76,18.03,40.7,High Salinity,Whiteleg Shrimp
26.6,7.46,26.36,30.77,High Salinity,Tiger Shrimp
28.87,8.06,21.9,43.01,High Salinity,Tiger Shrimp
30.47,8.41,27.59,44.84,High Salinity,Tiger Shrimp
25.44,8.08,4.55,24.81,Freshwater,Tilapia
26.26,6.92,5.92,27.7,Brackish,Catfish
30.42,8.19,22.15,34.67,High Salinity,Whiteleg Shrimp
29.04,7.76,11.61,33.13,Brackish,Milkfish
31.05,7.64,0.0,35.66,Freshwater,Catfish
29.5,7.57,17.12,48.67,High Salinity,Tiger Shrimp
32.11,8.32,21.83,21.43,High Salinity,Whiteleg Shrimp
29.97,7.94,20.71,42.35,High Salinity,Whiteleg Shrimp
27.95,8.16,10.97,31.16,Brackish,Milkfish
29.33,7.32,8.3,14.14,Brackish,Catfish
31.52,8.23,24.74,30.12,High Salinity,Whiteleg Shrimp
28.85,8.4,14.1,25.3,Brackish,Whiteleg Shrimp
29.34,7.77,24.06,26.61,High Salinity,Whiteleg Shrimp
31.23,7.71,6.87,30.53,Brackish,Catfish
31.2,8.23,18.13,35.8,High Salinity,Milkfish
31.02,8.23,17.38,44.18,High Salinity,Whiteleg Shrimp
30.23,8.03,23.5,36.45,High Salinity,Whiteleg Shrimp
28.56,6.69,0.0,26.99,Freshwater,Catfish
23.72,8.54,3.32,23.48,Freshwater,Tilapia
29.59,8.48,16.13,29.95,High Salinity,Whiteleg Shrimp
29.55,8.01,13.43,36.44,Brackish,Whiteleg Shrimp
25.24,6.94,4.0,26.37,Freshwater,Catfish
29.19,7.4,20.99,28.53,High Salinity,Milkfish
27.29,8.28,31.06,39.14,High Salinity,Tiger Shrimp
30.91,8.03,33.87,27.09,High Salinity,Milkfish
28.76,7.82,18.46,45.62,High Salinity,Tiger Shrimp
30.43,8.62,21.01,48.1,High Salinity,Whiteleg Shrimp
27.09,6.77,0.35,18.5,Freshwater,Tilapia
31.03,7.27,21.43,30.83,High Salinity,Tiger Shrimp
28.11,8.12,29.11,48.51,High Salinity,Tiger Shrimp
28.11,7.53,29.34,33.36,High Salinity,Milkfish
27.49,7.17,26.65,40.49,High Salinity,Milkfish
28.5,8.25,23.16,42.38,High Salinity,Tiger Shrimp
24.71,7.76,2.08,40.21,Freshwater,Catfish
30.33,7.94,26.97,20.2,High Salinity,Milkfish
25.34,7.56,0.26,29.27,Freshwater,Tilapia
27.92,7.38,23.67,35.1,High Salinity,Tiger Shrimp
26.74,7.82,9.19,23.8,Brackish,Catfish
28.66,7.4,0.77,23.23,Freshwater,Tilapia
29.27,7.49,18.29,29.42,High Salinity,Tiger Shrimp
28.25,6.61,0.91,39.67,Freshwater,Catfish
28.86,8.09,27.59,45.09,High Salinity,Tiger Shrimp
30.64,7.53,24.53,32.33,High Salinity,Whiteleg Shrimp
29.01,7.84,23.96,39.51,High Salinity,Whiteleg Shrimp
26.92,7.12,6.56,6.7,Brackish,Tilapia
27.68,7.89,28.91,26.26,High Salinity,Tiger Shrimp
32.64,7.94,18.0,24.74,High Salinity,Milkfish
29.73,7.88,18.66,47.41,High Salinity,Tiger Shrimp
26.12,7.05,5.2,30.58,Brackish,Catfish
27.42,7.85,30.1,25.36,High Salinity,Tiger Shrimp
25.72,6.82,2.56,28.61,Freshwater,Catfish
27.1,6.32,4.68,23.65,Freshwater,Catfish
27.78,7.26,0.0,35.85,Freshwater,Catfish
25.84,6.85,1.1,16.21,Freshwater,Tilapia
30.56,8.61,27.22,32.38,High Salinity,Tiger Shrimp
28.97,7.57,19.74,34.8,High Salinity,Milkfish
27.07,7.87,24.09,38.94,High Salinity,Milkfish
29.12,8.2,22.13,44.89,High Salinity,Tiger Shrimp
30.86,7.39,23.19,23.48,High Salinity,Whiteleg Shrimp
28.35,8.21,16.26,21.9,High Salinity,Milkfish
30.51,7.69,24.4,30.14,High Salinity,Whiteleg Shrimp
30.68,7.81,18.08,48.14,High Salinity,Whiteleg Shrimp
31.06,7.58,16.76,45.53,High Salinity,Milkfish
25.5,6.72,1.91,10.66,Freshwater,Tilapia
31.33,8.06,4.7,11.85,Freshwater,Catfish
28.57,7.27,6.24,31.47,Brackish,Catfish
31.5,7.44,20.53,25.22,High Salinity,Tiger Shrimp
32.04,7.13,5.65,21.23,Brackish,Catfish
30.04,7.47,19.86,33.53,High Salinity,Whiteleg Shrimp
23.07,7.27,3.57,19.73,Freshwater,Tilapia
29.4,7.64,6.54,30.11,Brackish,Catfish
28.34,7.76,1.94,23.85,Freshwater,Tilapia
30.81,7.59,17.69,43.61,High Salinity,Whiteleg Shrimp
31.04,7.73,25.18,29.07,High Salinity,Milkfish
29.99,7.63,19.91,37.18,High Salinity,Whiteleg Shrimp
29.84,8.26,19.64,36.55,High Salinity,Tiger Shrimp
29.74,6.78,0.0,29.65,Freshwater,Tilapia
25.63,7.08,5.69,10.92,Brackish,Tilapia
30.28,7.4,24.74,26.63,High Salinity,Milkfish
31.73,7.8,16.93,22.83,High Salinity,Milkfish
29.31,8.06,23.69,43.85,High Salinity,Whiteleg Shrimp
27.44,7.78,26.19,25.74,High Salinity,Milkfish
31.26,7.37,2.19,30.43,Freshwater,Catfish
28.47,8.46,15.28,43.9,High Salinity,Milkfish
31.63,7.38,19.11,24.58,High Salinity,Whiteleg Shrimp
25.53,8.21,0.87,20.88,Freshwater,Tilapia
29.11,6.74,0.31,30.32,Freshwater,Tilapia
29.16,8.01,5.67,11.98,Brackish,Tilapia
29.32,7.02,6.38,33.69,Brackish,Catfish
30.21,6.34,2.53,32.84,Freshwater,Catfish
30.26,8.08,31.06,23.01,High Salinity,Tiger Shrimp
27.78,7.79,16.06,37.93,High Salinity,Whiteleg Shrimp
31.22,7.55,25.18,25.69,High Salinity,Whiteleg Shrimp
32.25,7.76,1.61,33.02,Freshwater,Catfish
27.35,7.31,27.66,40.35,High Salinity,Tiger Shrimp
26.65,8.11,4.04,15.91,Freshwater,Tilapia
26.79,6.38,1.31,15.59,Freshwater,Tilapia
27.42,6.75,2.57,17.98,Freshwater,Tilapia
26.98,7.25,19.06,33.13,High Salinity,Milkfish
28.19,7.6,3.14,27.29,Freshwater,Catfish
26.56,7.09,26.55,27.58,High Salinity,Milkfish
30.91,8.2,21.3,35.49,High Salinity,Whiteleg Shrimp
28.52,8.18,24.58,51.6,High Salinity,Tiger Shrimp
30.24,6.75,2.44,29.31,Freshwater,Catfish
29.3,6.46,3.53,18.13,Freshwater,Tilapia
28.58,7.81,27.01,49.94,High Salinity,Tiger Shrimp
24.33,8.64,2.93,15.64,Freshwater,Tilapia
27.52,8.58,28.06,41.89,High Salinity,Tiger Shrimp
28.54,7.99,34.39,41.5,High Salinity,Milkfish
27.79,8.47,17.71,41.58,High Salinity,Milkfish
27.96,6.89,2.35,10.07,Freshwater,Tilapia
30.15,8.42,21.9,55.27,High Salinity,Tiger Shrimp
25.13,6.88,0.0,16.6,Freshwater,Catfish
26.51,6.46,0.0,20.31,Freshwater,Tilapia
25.98,7.59,26.65,27.66,High Salinity,Milkfish
31.13,8.02,19.66,39.23,High Salinity,Tiger Shrimp
31.04,8.36,19.75,32.56,High Salinity,Whiteleg Shrimp
29.21,8.12,20.97,37.76,High Salinity,Whiteleg Shrimp
29.99,7.48,3.91,13.28,Freshwater,Tilapia
29.82,7.06,5.53,40.53,Brackish,Catfish
31.5,8.52,16.66,45.24,High Salinity,Tiger Shrimp
31.05,7.66,22.65,24.64,High Salinity,Whiteleg Shrimp
27.56,7.56,24.95,28.15,High Salinity,Milkfish
28.37,7.49,26.33,25.51,High Salinity,Tiger Shrimp
27.5,7.97,27.07,28.76,High Salinity,Milkfish
29.05,7.05,6.67,35.28,Brackish,Catfish
28.22,7.68,26.09,32.27,High Salinity,Tiger Shrimp
30.76,8.19,18.24,31.7,High Salinity,Whiteleg Shrimp
27.94,7.97,1.55,27.82,Freshwater,Tilapia
29.85,7.1,4.5,17.67,Freshwater,Tilapia
29.41,7.47,5.17,28.31,Brackish,Catfish
26.32,7.76,9.43,34.84,Brackish,Milkfish
27.01,7.64,28.61,25.91,High Salinity,Milkfish
27.75,8.02,28.34,51.3,High Salinity,Tiger Shrimp
31.16,8.2,16.99,54.39,High Salinity,Tiger Shrimp
31.06,7.57,19.98,39.49,High Salinity,Tiger Shrimp
28.38,8.36,19.7,29.71,High Salinity,Tiger Shrimp
30.14,7.5,16.59,37.81,High Salinity,Whiteleg Shrimp
27.44,7.9,32.85,23.58,High Salinity,Milkfish
28.22,7.58,25.73,27.15,High Salinity,Whiteleg Shrimp
27.72,7.64,0.0,17.19,Freshwater,Tilapia
31.17,8.29,22.03,36.36,High Salinity,Whiteleg Shrimp
31.01,7.92,18.45,31.85,High Salinity,Whiteleg Shrimp
28.43,8.01,15.08,35.49,High Salinity,Milkfish
31.22,7.87,2.81,26.64,Freshwater,Catfish
27.79,6.48,0.79,14.65,Freshwater,Tilapia
30.94,7.54,0.24,17.87,Freshwater,Catfish
31.1,7.45,27.06,45.25,High Salinity,Tiger Shrimp
25.72,6.99,8.81,21.62,Brackish,Catfish
29.81,8.14,26.3,41.92,High Salinity,Tiger Shrimp
26.53,7.18,0.92,26.78,Freshwater,Tilapia
27.37,7.36,2.47,34.78,Freshwater,Catfish
27.44,8.32,27.34,51.15,High Salinity,Tiger Shrimp
29.34,8.02,25.06,41.47,High Salinity,Whiteleg Shrimp
27.76,8.35,1.93,6.69,Freshwater,Tilapia
32.5,7.84,24.7,41.02,High Salinity,Whiteleg Shrimp
29.35,7.48,1.02,38.51,Freshwater,Catfish
31.03,7.49,18.48,41.18,High Salinity,Whiteleg Shrimp
27.94,8.56,15.47,28.02,High Salinity,Milkfish
28.31,8.18,5.8,27.73,Brackish,Tilapia
31.12,7.85,24.21,49.04,High Salinity,Tiger Shrimp
29.06,7.94,4.36,23.64,Freshwater,Tilapia
29.82,8.63,14.37,26.11,Brackish,Whiteleg Shrimp
29.08,8.48,29.53,38.54,High Salinity,Milkfish
29.25,6.69,2.55,13.42,Freshwater,Tilapia
30.55,7.83,18.81,26.7,High Salinity,Whiteleg Shrimp
26.45,8.11,4.56,13.35,Freshwater,Tilapia
27.94,7.63,20.21,34.0,High Salinity,Tiger Shrimp
31.47,8.18,21.51,17.9,High Salinity,Whiteleg Shrimp
29.08,7.96,23.4,50.16,High Salinity,Tiger Shrimp
27.67,7.72,28.17,44.71,High Salinity,Tiger Shrimp
31.18,7.07,1.14,20.21,Freshwater,Catfish
29.68,7.76,6.4,40.62,Brackish,Catfish
27.11,6.93,7.77,41.71,Brackish,Catfish
30.18,6.81,3.97,24.44,Freshwater,Catfish
29.93,8.71,23.09,39.88,High Salinity,Tiger Shrimp
25.71,7.61,6.05,20.91,Brackish,Tilapia
30.09,8.15,20.04,32.45,High Salinity,Whiteleg Shrimp
28.76,8.42,19.93,31.45,High Salinity,Whiteleg Shrimp
27.71,7.35,1.77,12.68,Freshwater,Tilapia
26.96,8.12,5.86,17.88,Brackish,Tilapia
29.29,7.9,29.24,54.6,High Salinity,Tiger Shrimp
30.26,7.95,1.87,21.54,Freshwater,Tilapia
28.06,8.22,0.79,21.6,Freshwater,Tilapia
28.46,8.39,23.88,37.38,High Salinity,Whiteleg Shrimp
29.34,7.96,20.55,53.83,High Salinity,Whiteleg Shrimp
29.16,8.08,17.86,23.59,High Salinity,Whiteleg Shrimp
27.25,7.25,14.05,42.42,Brackish,Milkfish
24.36,7.54,1.24,20.68,Freshwater,Catfish
24.75,6.71,4.02,24.63,Freshwater,Catfish
27.45,8.29,26.23,32.35,High Salinity,Tiger Shrimp
29.04,8.01,4.8,30.97,Freshwater,Catfish
27.66,6.8,3.25,25.65,Freshwater,Tilapia
26.68,6.94,0.0,21.32,Freshwater,Tilapia
30.25,7.72,26.58,46.63,High Salinity,Tiger Shrimp
31.6,7.25,3.44,32.28,Freshwater,Catfish
32.3,7.13,16.55,23.42,High Salinity,Milkfish
29.64,8.29,25.74,33.02,High Salinity,Tiger Shrimp
29.58,8.43,1.94,17.99,Freshwater,Tilapia
27.71,7.92,8.14,20.1,Brackish,Catfish
30.59,8.02,20.91,21.79,High Salinity,Whiteleg Shrimp
29.98,7.39,4.02,17.44,Freshwater,Catfish
26.17,6.65,0.34,22.44,Freshwater,Tilapia
26.62,7.37,4.44,28.28,Freshwater,Catfish
28.93,7.97,17.7,30.7,High Salinity,Whiteleg Shrimp
30.08,8.12,24.88,35.32,High Salinity,Whiteleg Shrimp
28.93,8.41,14.82,47.11,Brackish,Whiteleg Shrimp
31.91,7.74,24.31,46.42,High Salinity,Whiteleg Shrimp
26.12,8.16,33.32,47.29,High Salinity,Milkfish
30.99,7.86,21.23,39.7,High Salinity,Tiger Shrimp
29.08,7.18,0.47,21.66,Freshwater,Tilapia
29.0,7.4,18.69,27.72,High Salinity,Milkfish
30.05,7.94,0.06,26.59,Freshwater,Catfish
24.93,6.73,3.94,13.14,Freshwater,Tilapia
26.81,6.66,4.45,18.99,Freshwater,Catfish
25.44,6.89,3.46,23.1,Freshwater,Tilapia
30.92,8.32,13.93,31.88,Brackish,Whiteleg Shrimp
25.87,6.68,2.51,26.5,Freshwater,Tilapia
30.96,8.1,22.13,30.56,High Salinity,Milkfish
26.25,6.48,3.66,13.42,Freshwater,Catfish
28.47,7.57,23.01,30.67,High Salinity,Milkfish
28.61,7.89,24.48,38.49,High Salinity,Whiteleg Shrimp
27.15,6.84,3.43,27.85,Freshwater,Catfish
26.69,7.08,8.4,36.64,Brackish,Catfish
25.87,7.24,2.2,9.24,Freshwater,Tilapia
24.09,6.32,4.33,20.79,Freshwater,Tilapia
29.71,7.92,16.92,23.92,High Salinity,Whiteleg Shrimp
25.5,7.66,6.2,20.76,Brackish,Tilapia
28.76,8.24,23.49,34.98,High Salinity,Whiteleg Shrimp
30.64,7.81,20.77,35.4,High Salinity,Whiteleg Shrimp
31.51,7.61,24.18,38.33,High Salinity,Whiteleg Shrimp
28.17,6.72,2.66,35.19,Freshwater,Catfish
24.95,6.73,3.42,15.45,Freshwater,Tilapia
27.59,8.7,15.45,27.14,High Salinity,Milkfish
30.71,6.6,3.65,23.67,Freshwater,Catfish
31.2,6.76,0.07,33.5,Freshwater,Catfish
28.27,7.16,33.83,26.08,High Salinity,Milkfish
28.98,7.68,4.08,32.18,Freshwater,Catfish
28.47,8.32,26.13,48.15,High Salinity,Tiger Shrimp
29.83,7.52,23.9,30.82,High Salinity,Milkfish
25.34,7.43,1.05,17.4,Freshwater,Tilapia
30.69,7.41,21.01,24.39,High Salinity,Whiteleg Shrimp
31.32,8.1,15.13,37.14,High Salinity,Tiger Shrimp
28.83,6.94,6.1,36.07,Brackish,Catfish
31.01,7.55,20.48,17.95,High Salinity,Whiteleg Shrimp
27.65,7.02,5.85,30.61,Brackish,Catfish
31.02,7.49,25.88,30.08,High Salinity,Whiteleg Shrimp
29.18,7.8,4.17,23.57,Freshwater,Catfish
29.22,8.07,23.56,45.16,High Salinity,Whiteleg Shrimp
26.62,7.24,4.65,25.48,Freshwater,Tilapia
29.2,8.67,23.41,29.56,High Salinity,Whiteleg Shrimp
31.86,8.1,16.52,44.49,High Salinity,Whiteleg Shrimp
27.95,7.21,0.24,22.27,Freshwater,Tilapia
30.8,7.87,28.74,31.01,High Salinity,Tiger Shrimp
29.21,8.26,17.81,29.6,High Salinity,Milkfish
26.17,7.17,0.0,19.28,Freshwater,Tilapia
29.47,7.75,22.96,19.18,High Salinity,Whiteleg Shrimp
26.76,7.09,0.26,8.94,Freshwater,Tilapia
29.45,7.28,22.39,43.74,High Salinity,Milkfish
26.57,8.34,5.98,26.13,Brackish,Tilapia
29.43,7.89,16.24,22.57,High Salinity,Milkfish
30.38,6.52,9.4,37.93,Brackish,Catfish
24.91,6.91,5.5,36.4,Brackish,Catfish
24.47,7.39,3.81,29.56,Freshwater,Catfish
32.26,8.59,17.18,32.22,High Salinity,Whiteleg Shrimp
23.16,8.67,3.77,14.64,Freshwater,Tilapia
26.13,7.88,18.42,41.44,High Salinity,Milkfish
27.25,7.67,6.39,26.14,Brackish,Catfish
26.63,8.18,19.74,41.15,High Salinity,Milkfish
26.63,6.86,16.07,29.38,High Salinity,Milkfish
27.0,7.33,4.56,10.18,Freshwater,Tilapia
24.23,8.22,2.26,31.73,Freshwater,Tilapia
29.1,8.61,21.53,22.66,High Salinity,Whiteleg Shrimp
29.9,8.37,16.28,46.51,High Salinity,Whiteleg Shrimp
25.36,7.62,2.31,22.31,Freshwater,Tilapia
28.71,7.64,19.8,38.22,High Salinity,Whiteleg Shrimp
26.2,8.08,35.4,34.85,High Salinity,Milkfish
26.94,7.64,2.76,34.24,Freshwater,Catfish
32.19,7.79,13.32,35.81,Brackish,Milkfish
27.8,8.48,10.97,28.42,Brackish,Milkfish
27.74,7.92,21.66,39.41,High Salinity,Tiger Shrimp
26.14,8.05,5.34,18.99,Brackish,Catfish
29.15,7.37,21.17,44.55,High Salinity,Tiger Shrimp
29.66,8.33,16.21,47.43,High Salinity,Whiteleg Shrimp
28.62,8.13,29.88,42.84,High Salinity,Tiger Shrimp
29.71,7.78,15.34,43.2,High Salinity,Whiteleg Shrimp
30.28,7.54,22.35,34.57,High Salinity,Whiteleg Shrimp
25.01,7.3,4.78,39.44,Freshwater,Catfish
26.15,7.08,2.06,15.63,Freshwater,Catfish
26.63,7.37,3.47,36.71,Freshwater,Catfish
29.25,8.19,20.69,45.98,High Salinity,Whiteleg Shrimp
26.43,6.68,4.67,27.6,Freshwater,Catfish
24.43,8.18,2.87,25.0,Freshwater,Tilapia
28.61,7.46,14.55,23.26,Brackish,Milkfish
28.5,6.96,3.22,25.57,Freshwater,Tilapia
26.15,7.52,0.97,22.42,Freshwater,Tilapia
29.09,7.54,17.16,41.85,High Salinity,Whiteleg Shrimp
32.51,8.34,17.81,19.88,High Salinity,Whiteleg Shrimp
27.99,7.84,22.49,37.9,High Salinity,Tiger Shrimp
28.04,6.35,3.26,8.08,Freshwater,Tilapia
29.68,7.55,18.27,51.45,High Salinity,Whiteleg Shrimp
24.88,8.26,3.28,26.34,Freshwater,Tilapia
28.44,6.61,0.28,20.72,Freshwater,Catfish
27.75,8.33,31.1,29.9,High Salinity,Milkfish
25.99,6.66,2.09,13.35,Freshwater,Tilapia
28.05,6.9,7.39,27.16,Brackish,Catfish
28.32,7.59,21.7,56.78,High Salinity,Tiger Shrimp
29.79,8.09,20.65,46.51,High Salinity,Whiteleg Shrimp
27.33,7.31,16.07,39.39,High Salinity,Milkfish
25.92,7.09,1.2,18.98,Freshwater,Catfish
27.33,7.93,19.31,29.76,High Salinity,Milkfish
23.33,6.51,4.37,22.6,Freshwater,Tilapia
30.42,7.69,16.56,47.87,High Salinity,Tiger Shrimp
30.37,6.49,4.72,21.22,Freshwater,Catfish
27.93,8.36,25.8,38.86,High Salinity,Milkfish
29.99,7.72,32.61,22.17,High Salinity,Milkfish
27.0,7.08,13.01,39.1,Brackish,Milkfish
29.86,8.23,20.34,32.49,High Salinity,Whiteleg Shrimp
31.93,8.14,29.27,37.03,High Salinity,Milkfish
31.62,7.61,1.17,36.1,Freshwater,Catfish
27.22,8.07,23.18,47.79,High Salinity,Milkfish
29.84,7.2,5.07,23.97,Brackish,Tilapia
29.97,7.91,26.15,36.02,High Salinity,Tiger Shrimp
30.14,7.85,19.08,31.48,High Salinity,Whiteleg Shrimp
27.66,7.25,23.76,52.36,High Salinity,Tiger Shrimp
29.8,7.53,4.17,21.22,Freshwater,Tilapia
29.31,7.56,22.58,36.35,High Salinity,Milkfish
29.85,7.87,27.01,46.43,High Salinity,Tiger Shrimp
24.82,6.89,2.95,23.81,Freshwater,Tilapia
30.18,7.83,23.83,38.46,High Salinity,Tiger Shrimp
26.58,7.41,2.14,20.15,Freshwater,Tilapia
27.05,7.47,2.96,16.87,Freshwater,Tilapia
28.54,8.6,20.68,41.46,High Salinity,Tiger Shrimp
29.15,7.92,4.5,21.77,Freshwater,Tilapia
29.11,8.18,23.68,53.35,High Salinity,Tiger Shrimp
25.77,8.08,0.0,27.69,Freshwater,Catfish
28.06,7.67,1.79,24.22,Freshwater,Catfish
29.11,7.74,26.75,47.28,High Salinity,Tiger Shrimp
29.87,8.28,18.35,26.97,High Salinity,Milkfish
26.53,7.47,20.09,26.03,High Salinity,Milkfish
30.26,7.6,2.45,22.27,Freshwater,Tilapia
28.38,8.43,25.47,28.85,High Salinity,Tiger Shrimp
27.26,7.83,2.07,6.83,Freshwater,Tilapia
25.22,6.95,5.22,31.34,Brackish,Catfish
30.58,8.45,22.6,47.61,High Salinity,Whiteleg Shrimp
24.09,7.68,3.34,12.9,Freshwater,Tilapia
28.36,8.76,23.46,42.31,High Salinity,Tiger Shrimp
28.9,7.58,19.63,40.49,High Salinity,Tiger Shrimp
24.36,6.8,2.65,26.07,Freshwater,Tilapia
25.11,7.45,0.0,18.13,Freshwater,Tilapia
28.39,6.68,8.9,27.21,Brackish,Catfish
30.75,7.46,18.38,37.85,High Salinity,Whiteleg Shrimp
29.63,7.56,6.34,31.82,Brackish,Catfish
27.5,8.33,26.8,42.47,High Salinity,Tiger Shrimp
31.43,7.83,21.45,29.67,High Salinity,Whiteleg Shrimp
30.75,7.82,6.21,29.25,Brackish,Catfish
28.18,8.46,18.37,28.46,High Salinity,Milkfish
30.93,7.88,14.6,52.7,Brackish,Tiger Shrimp
28.66,6.74,1.16,42.29,Freshwater,Catfish
29.87,6.91,16.33,27.88,High Salinity,Milkfish
25.35,6.56,2.52,18.84,Freshwater,Tilapia
29.42,7.73,19.4,32.25,High Salinity,Tiger Shrimp
26.11,7.72,21.12,35.67,High Salinity,Milkfish
25.1,7.99,8.28,27.66,Brackish,Catfish
31.66,7.23,4.25,34.1,Freshwater,Catfish
26.49,6.68,0.19,27.75,Freshwater,Tilapia
27.17,8.23,16.69,20.17,High Salinity,Milkfish
30.22,7.51,15.59,30.96,High Salinity,Tiger Shrimp
29.28,7.79,17.14,38.93,High Salinity,Tiger Shrimp
27.48,8.4,31.63,45.35,High Salinity,Tiger Shrimp
27.22,6.68,3.02,34.41,Freshwater,Catfish
31.83,8.1,20.18,30.17,High Salinity,Whiteleg Shrimp
30.33,7.96,13.67,35.83,Brackish,Milkfish
29.38,7.17,0.0,24.47,Freshwater,Tilapia
30.8,7.98,33.61,36.25,High Salinity,Milkfish
30.81,7.1,14.19,45.55,Brackish,Milkfish
27.36,7.84,26.74,29.16,High Salinity,Tiger Shrimp
26.99,8.05,29.05,43.79,High Salinity,Milkfish
30.2,8.24,25.56,42.05,High Salinity,Whiteleg Shrimp
30.12,7.51,31.0,23.66,High Salinity,Milkfish
28.91,8.16,20.36,45.53,High Salinity,Tiger Shrimp
28.37,8.37,18.06,35.88,High Salinity,Whiteleg Shrimp
26.93,8.26,0.84,25.57,Freshwater,Tilapia
29.75,7.58,27.89,31.98,High Salinity,Milkfish
27.1,6.36,2.92,13.8,Freshwater,Tilapia
28.4,7.33,24.53,31.3,High Salinity,Milkfish
27.5,8.13,22.3,44.62,High Salinity,Tiger Shrimp
28.1,8.45,22.37,33.08,High Salinity,Tiger Shrimp
30.74,7.95,28.51,26.28,High Salinity,Tiger Shrimp
29.32,8.18,22.2,26.14,High Salinity,Tiger Shrimp
29.22,7.11,3.18,19.18,Freshwater,Tilapia
28.06,6.79,2.35,17.31,Freshwater,Tilapia
23.62,7.23,5.29,24.11,Brackish,Tilapia
25.49,7.12,1.41,28.67,Freshwater,Catfish
25.41,7.55,12.8,38.97,Brackish,Milkfish
30.81,8.56,29.36,33.52,High Salinity,Milkfish
30.03,7.15,23.25,37.88,High Salinity,Milkfish
32.43,8.54,16.18,25.95,High Salinity,Milkfish
30.2,7.97,16.39,32.76,High Salinity,Milkfish
28.92,7.71,31.97,24.51,High Salinity,Milkfish
30.26,8.13,19.54,30.78,High Salinity,Whiteleg Shrimp
26.61,8.22,19.92,32.97,High Salinity,Milkfish
26.59,7.56,2.89,22.37,Freshwater,Tilapia
28.39,8.3,23.46,42.28,High Salinity,Tiger Shrimp
29.75,7.64,17.94,33.78,High Salinity,Whiteleg Shrimp
29.27,7.74,5.45,37.99,Brackish,Catfish
31.43,8.19,18.36,41.94,High Salinity,Whiteleg Shrimp
28.8,8.17,17.02,48.02,High Salinity,Whiteleg Shrimp
29.2,8.11,21.99,40.18,High Salinity,Whiteleg Shrimp
28.92,7.98,26.69,57.81,High Salinity,Tiger Shrimp
29.74,8.65,33.43,38.9,High Salinity,Milkfish
31.03,7.22,10.66,27.03,Brackish,Milkfish
26.18,7.53,24.3,48.15,High Salinity,Tiger Shrimp
29.88,7.45,26.26,26.63,High Salinity,Tiger Shrimp
29.15,8.17,29.54,34.28,High Salinity,Milkfish
27.01,8.17,19.07,54.59,High Salinity,Tiger Shrimp
31.02,7.95,1.6,18.92,Freshwater,Catfish
29.1,7.97,16.14,47.23,High Salinity,Whiteleg Shrimp
28.65,7.51,24.76,36.35,High Salinity,Milkfish
29.13,7.27,18.37,21.43,High Salinity,Milkfish
31.1,7.82,17.71,38.81,High Salinity,Tiger Shrimp
28.07,6.51,7.16,24.4,Brackish,Catfish
27.08,7.97,22.46,49.36,High Salinity,Tiger Shrimp
30.63,8.15,20.1,24.95,High Salinity,Milkfish
30.65,8.37,1.6,14.02,Freshwater,Tilapia
28.87,7.83,13.73,36.72,Brackish,Tiger Shrimp
29.63,8.09,23.79,20.64,High Salinity,Tiger Shrimp
30.45,8.15,15.87,23.99,High Salinity,Tiger Shrimp
30.8,7.83,23.93,30.97,High Salinity,Tiger Shrimp
23.52,7.96,2.15,27.71,Freshwater,Tilapia
30.88,7.41,9.4,21.73,Brackish,Milkfish
26.45,6.68,4.27,31.07,Freshwater,Catfish
29.35,7.48,19.86,34.06,High Salinity,Whiteleg Shrimp
29.58,7.25,0.28,7.07,Freshwater,Tilapia
27.84,7.9,21.15,40.96,High Salinity,Tiger Shrimp
29.21,8.14,20.38,52.47,High Salinity,Tiger Shrimp
26.42,6.7,2.73,13.28,Freshwater,Tilapia
31.98,6.81,2.22,21.71,Freshwater,Catfish
30.88,8.19,23.94,25.12,High Salinity,Whiteleg Shrimp
28.58,7.73,17.83,51.73,High Salinity,Whiteleg Shrimp
26.52,7.86,3.09,22.48,Freshwater,Catfish
24.21,8.13,2.5,9.93,Freshwater,Tilapia
25.61,8.14,2.24,15.22,Freshwater,Tilapia
28.15,7.02,1.96,28.37,Freshwater,Catfish
27.34,8.49,31.06,25.87,High Salinity,Milkfish
31.85,6.6,4.15,30.71,Freshwater,Catfish
31.58,8.11,36.4,20.67,High Salinity,Milkfish
29.0,7.65,21.46,32.92,High Salinity,Milkfish
29.24,7.81,4.08,25.17,Freshwater,Catfish
27.8,8.43,23.76,39.03,High Salinity,Tiger Shrimp
